repo_url
https://github.com/AI4Finance-Foundation/FinGPT
https://github.com/Licoy/ChatGPT-Midjourney
https://github.com/RudjiGames/MTuner
https://github.com/f/awesome-chatgpt-prompts
https://github.com/gd3kr/BlenderGPT
https://github.com/oss-compass/compass-service-scheduler
https://github.com/spring/springinstaller
https://github.com/ygs-code/vue
